MA_FAST,MA_SLOW,MA_TREND,POSITION_PCT,MAX_POSITION_PCT,STOP_LOSS_PCT,TRAILING_STOP_PCT,MAX_DRAWDOWN_LIMIT,PARTIAL_PROFIT_ENABLED,total_return,annual_return,max_drawdown,sharpe,trades,win_rate,final_value
10,20,0,0.7,0.5,0.2,0.15,0.3,False,0.46876726721119927,0.19517237374320806,-0.13877545389914686,0.880769622299025,182,0.5151515151515151,1468767.2672111993
10,20,0,0.7,0.5,0.2,0.15,0.5,False,0.46876726721119927,0.19517237374320806,-0.13877545389914686,0.880769622299025,182,0.5151515151515151,1468767.2672111993
10,20,0,0.9,0.35,0.1,0.5,0.3,False,0.4588569147594003,0.1914254707237708,-0.1375529114161178,0.8965476844438021,180,0.5454545454545454,1458856.9147594003
10,20,0,0.9,0.35,0.1,0.25,0.5,False,0.4588569147594003,0.1914254707237708,-0.1375529114161178,0.8965476844438021,180,0.5454545454545454,1458856.9147594003
10,20,0,0.9,0.35,0.1,0.5,0.5,False,0.4588569147594003,0.1914254707237708,-0.1375529114161178,0.8965476844438021,180,0.5454545454545454,1458856.9147594003
10,20,0,0.9,0.35,0.1,0.25,0.3,False,0.4588569147594003,0.1914254707237708,-0.1375529114161178,0.8965476844438021,180,0.5454545454545454,1458856.9147594003
10,20,0,0.7,0.35,0.2,0.15,0.5,False,0.4576208712045997,0.19095719162498304,-0.12266700684028274,0.8675376737236333,199,0.5,1457620.8712045997
10,20,0,0.7,0.35,0.2,0.15,0.3,False,0.4576208712045997,0.19095719162498304,-0.12266700684028274,0.8675376737236333,199,0.5,1457620.8712045997
10,20,0,0.7,0.35,0.2,0.25,0.5,False,0.4549503448062001,0.18994472654173045,-0.11820142685548475,0.8669451834620279,199,0.5092592592592593,1454950.3448062001
10,20,0,0.7,0.35,0.2,0.25,0.3,False,0.4549503448062001,0.18994472654173045,-0.11820142685548475,0.8669451834620279,199,0.5092592592592593,1454950.3448062001
10,20,0,0.7,0.35,0.2,0.5,0.5,False,0.4549503448062001,0.18994472654173045,-0.11820142685548475,0.8669451834620279,199,0.5092592592592593,1454950.3448062001
10,20,0,0.7,0.35,0.2,0.5,0.3,False,0.4549503448062001,0.18994472654173045,-0.11820142685548475,0.8669451834620279,199,0.5092592592592593,1454950.3448062001
10,20,0,0.7,0.35,0.1,0.15,0.5,False,0.44456135151299925,0.1859964834689758,-0.12563841562108977,0.8700292733425369,204,0.4818181818181818,1444561.3515129993
