MA_FAST,MA_SLOW,MA_TREND,POSITION_PCT,MAX_POSITION_PCT,SELL_COOLDOWN_BARS,STOP_LOSS_PCT,PARTIAL_PROFIT_ENABLED,MACD_BUY_ENABLED,total_return,max_drawdown,sharpe,trades
5,20,0,0.7,0.35,2,0.2,False,True,27.76982967885996,-14.146106321798607,0.5627512095582327,324
10,20,0,0.8,0.3,3,0.15,False,True,27.715972675259927,-12.543396147655272,0.5543810569772656,250
5,20,0,0.8,0.3,2,0.12,False,True,27.565072471620027,-11.433559801183721,0.5640653607870124,303
10,20,0,0.7,0.3,3,0.2,False,True,26.262610212760002,-13.337227478805328,0.5284404615789391,259
5,20,0,0.7,0.3,3,0.15,False,True,26.234314332220006,-12.382892096257127,0.5432959869344736,338
5,20,0,0.7,0.3,3,0.2,False,True,26.234314332220006,-12.382892096257127,0.5432959869344736,338
10,20,0,0.7,0.3,2,0.15,False,True,26.031582245939973,-17.663161892959266,0.5076315648862945,274
5,20,0,0.7,0.35,3,0.2,False,True,25.907203479279993,-13.006409336969044,0.5239559517153787,316
5,20,0,0.7,0.35,3,0.15,False,True,25.907203479279993,-13.006409336969044,0.5239559517153787,316
10,20,0,0.9,0.25,3,0.2,False,True,25.832130504099975,-16.766815927962263,0.5256428011734754,241
10,20,0,0.9,0.3,3,0.15,False,True,25.53472717045995,-11.75488558981385,0.5212423054691694,238
10,20,0,0.7,0.25,2,0.2,False,True,25.129054990639954,-17.195804975006713,0.5055860159994513,297
10,20,0,0.8,0.2,2,0.12,False,True,25.11899270723998,-14.968052155995561,0.5396479772291088,301
10,20,0,0.9,0.2,2,0.12,False,True,25.11899270723998,-14.968052155995561,0.5396479772291088,301
5,20,0,0.9,0.3,3,0.12,False,True,24.55758576120003,-12.91920379128902,0.5049370174681468,300
10,20,0,0.9,0.2,2,0.2,False,True,24.462895444659956,-16.169744215476637,0.5263084439163226,294
10,20,0,0.8,0.2,2,0.2,False,True,24.462895444659956,-16.169744215476637,0.5263084439163226,294
5,20,0,0.8,0.35,3,0.12,False,True,24.287739762840026,-13.992198479121745,0.49094045821480836,302
